league,season,date,home_team,away_team,actual_home_team_result,skilled_league_home_team_result
Premier League,2008,2008-10-25,SUN,NEW,1,1
Premier League,2008,2008-10-25,WBA,HUL,-1,-1
Premier League,2008,2008-10-26,CHE,LIVP,-1,-1
Premier League,2008,2008-10-26,MANC,STO,1,1
Premier League,2008,2008-10-26,POR,FUL,0,-1
Premier League,2008,2008-10-26,TOT,BOLN,1,1
Premier League,2008,2008-10-26,WHU,ARS,-1,-1
Premier League,2008,2008-10-26,WIG,AVL,-1,-1
Premier League,2008,2008-10-28,NEW,WBA,1,1
Premier League,2008,2008-10-29,ARS,TOT,0,1
Premier League,2008,2008-10-29,AVL,BLBN,1,1
Premier League,2008,2008-10-29,BOLN,EVE,-1,-1
Premier League,2008,2008-10-29,FUL,WIG,1,1
Premier League,2008,2008-10-29,HUL,CHE,-1,-1
Premier League,2008,2008-10-29,LIVP,POR,1,1
Premier League,2008,2008-10-29,MANU,WHU,1,1
Premier League,2008,2008-10-29,MID,MANC,1,-1
Premier League,2008,2008-10-29,STO,SUN,1,1
Premier League,2008,2008-11-01,CHE,SUN,1,1
Premier League,2008,2008-11-01,EVE,FUL,1,1
Premier League,2008,2008-11-01,MANU,HUL,1,1
Premier League,2008,2008-11-01,MID,WHU,0,-1
Premier League,2008,2008-11-01,POR,WIG,-1,-1
Premier League,2008,2008-11-01,STO,ARS,1,-1
Premier League,2008,2008-11-01,TOT,LIVP,1,-1
Premier League,2008,2008-11-01,WBA,BLBN,0,-1
Premier League,2008,2008-11-02,BOLN,MANC,1,-1
Premier League,2008,2008-11-03,NEW,AVL,1,-1
Premier League,2008,2008-11-08,ARS,MANU,1,-1
Premier League,2008,2008-11-08,HUL,BOLN,-1,-1
Premier League,2008,2008-11-08,LIVP,WBA,1,1
Premier League,2008,2008-11-08,SUN,POR,-1,-1
Premier League,2008,2008-11-08,WHU,EVE,-1,-1
Premier League,2008,2008-11-08,WIG,STO,0,1
Premier League,2008,2008-11-09,AVL,MID,-1,1
Premier League,2008,2008-11-09,BLBN,CHE,-1,-1
Premier League,2008,2008-11-09,FUL,NEW,1,1
Premier League,2008,2008-11-09,MANC,TOT,-1,-1
Premier League,2008,2008-11-15,ARS,AVL,-1,1
Premier League,2008,2008-11-15,BLBN,SUN,-1,1
Premier League,2008,2008-11-15,BOLN,LIVP,-1,-1
Premier League,2008,2008-11-15,FUL,TOT,1,1
Premier League,2008,2008-11-15,MANU,STO,1,1
Premier League,2008,2008-11-15,NEW,WIG,0,-1
Premier League,2008,2008-11-15,WBA,CHE,-1,-1
Premier League,2008,2008-11-15,WHU,POR,0,1
Premier League,2008,2008-11-16,EVE,MID,0,1
Premier League,2008,2008-11-16,HUL,MANC,0,-1
Premier League,2008,2008-11-22,AVL,MANU,0,-1
Premier League,2008,2008-11-22,CHE,NEW,0,1
Premier League,2008,2008-11-22,LIVP,FUL,0,1
Premier League,2008,2008-11-22,MANC,ARS,1,-1
Premier League,2008,2008-11-22,MID,BOLN,-1,-1
Premier League,2008,2008-11-22,POR,HUL,0,1
Premier League,2008,2008-11-22,STO,WBA,1,1
Premier League,2008,2008-11-23,SUN,WHU,-1,-1
Premier League,2008,2008-11-23,TOT,BLBN,1,1
Premier League,2008,2008-11-24,WIG,EVE,1,-1
Premier League,2008,2008-11-29,AVL,FUL,0,1
Premier League,2008,2008-11-29,MID,NEW,0,-1
Premier League,2008,2008-11-29,STO,HUL,0,1
Premier League,2008,2008-11-29,SUN,BOLN,-1,-1
Premier League,2008,2008-11-29,WIG,WBA,1,1
Premier League,2008,2008-11-30,CHE,ARS,-1,1
Premier League,2008,2008-11-30,MANC,MANU,-1,-1
Premier League,2008,2008-11-30,POR,BLBN,1,1
Premier League,2008,2008-11-30,TOT,EVE,-1,-1
Premier League,2008,2008-12-01,LIVP,WHU,0,1
Premier League,2008,2008-12-06,ARS,WIG,1,1
Premier League,2008,2008-12-06,BLBN,LIVP,-1,-1
Premier League,2008,2008-12-06,BOLN,CHE,-1,-1
Premier League,2008,2008-12-06,FUL,MANC,0,1
Premier League,2008,2008-12-06,HUL,MID,1,1
Premier League,2008,2008-12-06,MANU,SUN,1,1
Premier League,2008,2008-12-06,NEW,STO,0,-1
Premier League,2008,2008-12-07,EVE,AVL,-1,1
Premier League,2008,2008-12-07,WBA,POR,0,-1
Premier League,2008,2008-12-08,WHU,TOT,-1,-1
Premier League,2008,2008-12-13,AVL,BOLN,1,1
Premier League,2008,2008-12-13,LIVP,HUL,0,1
Premier League,2008,2008-12-13,MANC,EVE,-1,-1
Premier League,2008,2008-12-13,MID,ARS,0,-1
Premier League,2008,2008-12-13,STO,FUL,0,-1
Premier League,2008,2008-12-13,SUN,WBA,1,1
Premier League,2008,2008-12-13,TOT,MANU,0,-1
Premier League,2008,2008-12-13,WIG,BLBN,1,1
Premier League,2008,2008-12-14,CHE,WHU,0,1
Premier League,2008,2008-12-14,POR,NEW,-1,1
Premier League,2008,2008-12-20,BLBN,STO,1,-1
Premier League,2008,2008-12-20,BOLN,POR,1,1
Premier League,2008,2008-12-20,FUL,MID,1,1
Premier League,2008,2008-12-20,HUL,SUN,-1,-1
Premier League,2008,2008-12-20,WHU,AVL,-1,-1
Premier League,2008,2008-12-21,ARS,LIVP,0,-1
Premier League,2008,2008-12-21,NEW,TOT,1,-1
Premier League,2008,2008-12-21,WBA,MANC,1,-1
Premier League,2008,2008-12-22,EVE,CHE,0,-1
Premier League,2008,2008-12-26,AVL,ARS,0,-1
Premier League,2008,2008-12-26,CHE,WBA,1,1
Premier League,2008,2008-12-26,LIVP,BOLN,1,1
Premier League,2008,2008-12-26,MANC,HUL,1,1
Premier League,2008,2008-12-26,MID,EVE,-1,-1
Premier League,2008,2008-12-26,POR,WHU,-1,-1
Premier League,2008,2008-12-26,STO,MANU,-1,-1
Premier League,2008,2008-12-26,SUN,BLBN,0,-1
Premier League,2008,2008-12-26,TOT,FUL,0,-1
Premier League,2008,2008-12-26,WIG,NEW,1,1
Premier League,2008,2008-12-28,ARS,POR,1,1
Premier League,2008,2008-12-28,BLBN,MANC,0,-1
Premier League,2008,2008-12-28,BOLN,WIG,-1,-1
Premier League,2008,2008-12-28,EVE,SUN,1,1
Premier League,2008,2008-12-28,FUL,CHE,0,-1
Premier League,2008,2008-12-28,NEW,LIVP,-1,-1
Premier League,2008,2008-12-28,WBA,TOT,1,-1
Premier League,2008,2008-12-28,WHU,STO,1,1
Premier League,2008,2008-12-29,MANU,MID,1,1
Premier League,2008,2008-12-30,HUL,AVL,-1,-1
Premier League,2008,2009-01-10,ARS,BOLN,1,1
Premier League,2008,2009-01-10,AVL,WBA,1,1
Premier League,2008,2009-01-10,EVE,HUL,1,1
Premier League,2008,2009-01-10,MID,SUN,0,-1
Premier League,2008,2009-01-10,NEW,WHU,0,-1
Premier League,2008,2009-01-10,STO,LIVP,0,-1
Premier League,2008,2009-01-11,MANU,CHE,1,1
Premier League,2008,2009-01-11,WIG,TOT,1,-1
Premier League,2008,2009-01-14,MANU,WIG,1,1
Premier League,2008,2009-01-17,BLBN,NEW,1,1
Premier League,2008,2009-01-17,BOLN,MANU,-1,-1
Premier League,2008,2009-01-17,CHE,STO,1,1
Premier League,2008,2009-01-17,HUL,ARS,-1,-1
Premier League,2008,2009-01-17,MANC,WIG,1,1
Premier League,2008,2009-01-17,SUN,AVL,-1,-1
Premier League,2008,2009-01-17,WBA,MID,1,-1
Premier League,2008,2009-01-18,TOT,POR,0,1
Premier League,2008,2009-01-18,WHU,FUL,1,-1
Premier League,2008,2009-01-19,LIVP,EVE,0,1
Premier League,2008,2009-01-27,POR,AVL,-1,-1
Premier League,2008,2009-01-27,SUN,FUL,1,-1
Premier League,2008,2009-01-27,TOT,STO,1,1
Premier League,2008,2009-01-27,WBA,MANU,-1,-1
Premier League,2008,2009-01-28,BLBN,BOLN,0,-1
Premier League,2008,2009-01-28,CHE,MID,1,1
Premier League,2008,2009-01-28,EVE,ARS,0,-1
Premier League,2008,2009-01-28,MANC,NEW,1,1
Premier League,2008,2009-01-28,WHU,HUL,1,1
Premier League,2008,2009-01-28,WIG,LIVP,0,-1
Premier League,2008,2009-01-31,ARS,WHU,0,1
Premier League,2008,2009-01-31,AVL,WIG,0,1
Premier League,2008,2009-01-31,BOLN,TOT,1,-1
Premier League,2008,2009-01-31,FUL,POR,1,1
Premier League,2008,2009-01-31,HUL,WBA,0,1
Premier League,2008,2009-01-31,MANU,EVE,1,1
Premier League,2008,2009-01-31,MID,BLBN,0,-1
Premier League,2008,2009-01-31,STO,MANC,1,-1
Premier League,2008,2009-02-01,LIVP,CHE,1,1
Premier League,2008,2009-02-01,NEW,SUN,0,-1
Premier League,2008,2009-02-07,BLBN,AVL,-1,-1
Premier League,2008,2009-02-07,CHE,HUL,0,1
Premier League,2008,2009-02-07,EVE,BOLN,1,1
Premier League,2008,2009-02-07,MANC,MID,1,1
Premier League,2008,2009-02-07,POR,LIVP,-1,-1
Premier League,2008,2009-02-07,SUN,STO,1,-1
Premier League,2008,2009-02-07,WBA,NEW,-1,-1
Premier League,2008,2009-02-07,WIG,FUL,0,-1
Premier League,2008,2009-02-08,TOT,ARS,0,-1
Premier League,2008,2009-02-08,WHU,MANU,-1,-1
Premier League,2008,2009-02-14,POR,MANC,1,-1
Premier League,2008,2009-02-18,MANU,FUL,1,1
Premier League,2008,2009-02-21,ARS,SUN,0,1
Premier League,2008,2009-02-21,AVL,CHE,-1,-1
Premier League,2008,2009-02-21,BOLN,WHU,1,-1
Premier League,2008,2009-02-21,MANU,BLBN,1,1
Premier League,2008,2009-02-21,MID,WIG,0,-1
Premier League,2008,2009-02-21,STO,POR,0,1
Premier League,2008,2009-02-22,FUL,WBA,1,1
Premier League,2008,2009-02-22,LIVP,MANC,0,1
Premier League,2008,2009-02-22,NEW,EVE,0,-1
Premier League,2008,2009-02-23,HUL,TOT,-1,-1
Premier League,2008,2009-02-28,ARS,FUL,0,1
Premier League,2008,2009-02-28,CHE,WIG,1,1
Premier League,2008,2009-02-28,EVE,WBA,1,1
Premier League,2008,2009-02-28,MID,LIVP,1,-1
Premier League,2008,2009-03-01,AVL,STO,0,1
Premier League,2008,2009-03-01,BOLN,NEW,1,1
Premier League,2008,2009-03-01,HUL,BLBN,-1,-1
Premier League,2008,2009-03-01,WHU,MANC,1,1
Premier League,2008,2009-03-03,LIVP,SUN,1,1
Premier League,2008,2009-03-03,POR,CHE,-1,-1
Premier League,2008,2009-03-03,WBA,ARS,-1,-1
Premier League,2008,2009-03-04,BLBN,EVE,0,-1
Premier League,2008,2009-03-04,FUL,HUL,-1,1
Premier League,2008,2009-03-04,MANC,AVL,1,-1
Premier League,2008,2009-03-04,NEW,MANU,-1,-1
Premier League,2008,2009-03-04,STO,BOLN,1,1
Premier League,2008,2009-03-04,TOT,MID,1,1
Premier League,2008,2009-03-04,WIG,WHU,-1,-1
Premier League,2008,2009-03-07,SUN,TOT,0,-1
Premier League,2008,2009-03-11,FUL,BLBN,-1,1
Premier League,2008,2009-03-14,ARS,BLBN,1,1
Premier League,2008,2009-03-14,BOLN,FUL,-1,-1
Premier League,2008,2009-03-14,EVE,STO,1,1
Premier League,2008,2009-03-14,HUL,NEW,0,1
Premier League,2008,2009-03-14,MANU,LIVP,-1,1
Premier League,2008,2009-03-14,MID,POR,0,-1
Premier League,2008,2009-03-14,SUN,WIG,-1,-1
Premier League,2008,2009-03-15,AVL,TOT,-1,1
Premier League,2008,2009-03-15,CHE,MANC,1,1
Premier League,2008,2009-03-16,WHU,WBA,0,1
Premier League,2008,2009-03-21,BLBN,WHU,0,-1
Premier League,2008,2009-03-21,FUL,MANU,1,-1
Premier League,2008,2009-03-21,NEW,ARS,-1,-1
Premier League,2008,2009-03-21,POR,EVE,1,-1
Premier League,2008,2009-03-21,STO,MID,1,1
Premier League,2008,2009-03-21,TOT,CHE,1,-1
Premier League,2008,2009-03-21,WBA,BOLN,0,-1
Premier League,2008,2009-03-22,LIVP,AVL,1,1
Premier League,2008,2009-03-22,MANC,SUN,1,1
Premier League,2008,2009-03-22,WIG,HUL,1,1
Premier League,2008,2009-04-04,ARS,MANC,1,1
Premier League,2008,2009-04-04,BLBN,TOT,1,-1
Premier League,2008,2009-04-04,BOLN,MID,1,1
Premier League,2008,2009-04-04,FUL,LIVP,-1,-1
Premier League,2008,2009-04-04,HUL,POR,0,-1
Premier League,2008,2009-04-04,NEW,CHE,-1,-1
Premier League,2008,2009-04-04,WBA,STO,-1,-1
Premier League,2008,2009-04-04,WHU,SUN,1,1
Premier League,2008,2009-04-05,EVE,WIG,1,1
Premier League,2008,2009-04-05,MANU,AVL,1,1
Premier League,2008,2009-04-11,CHE,BOLN,1,1
Premier League,2008,2009-04-11,LIVP,BLBN,1,1
Premier League,2008,2009-04-11,MID,HUL,1,-1
Premier League,2008,2009-04-11,POR,WBA,0,1
Premier League,2008,2009-04-11,STO,NEW,0,1
Premier League,2008,2009-04-11,SUN,MANU,-1,-1
Premier League,2008,2009-04-11,TOT,WHU,1,1
Premier League,2008,2009-04-11,WIG,ARS,-1,-1
Premier League,2008,2009-04-12,AVL,EVE,0,-1
Premier League,2008,2009-04-12,MANC,FUL,-1,-1
Premier League,2008,2009-04-18,AVL,WHU,0,1
Premier League,2008,2009-04-18,MID,FUL,0,-1
Premier League,2008,2009-04-18,POR,BOLN,1,-1
Premier League,2008,2009-04-18,STO,BLBN,1,1
Premier League,2008,2009-04-18,SUN,HUL,1,1
Premier League,2008,2009-04-19,MANC,WBA,1,1
Premier League,2008,2009-04-19,TOT,NEW,1,1
Premier League,2008,2009-04-21,LIVP,ARS,0,1
Premier League,2008,2009-04-22,CHE,EVE,0,1
Premier League,2008,2009-04-22,MANU,POR,1,1
Premier League,2008,2009-04-25,BOLN,AVL,0,-1
Premier League,2008,2009-04-25,EVE,MANC,-1,1
Premier League,2008,2009-04-25,FUL,STO,1,1
Premier League,2008,2009-04-25,HUL,LIVP,-1,-1
Premier League,2008,2009-04-25,MANU,TOT,1,1
Premier League,2008,2009-04-25,WBA,SUN,1,-1
Premier League,2008,2009-04-25,WHU,CHE,-1,-1
Premier League,2008,2009-04-26,ARS,MID,1,1
Premier League,2008,2009-04-26,BLBN,WIG,1,-1
Premier League,2008,2009-04-27,NEW,POR,0,-1
Premier League,2008,2009-05-02,CHE,FUL,1,1
Premier League,2008,2009-05-02,MANC,BLBN,1,1
Premier League,2008,2009-05-02,MID,MANU,-1,-1
Premier League,2008,2009-05-02,POR,ARS,-1,-1
Premier League,2008,2009-05-02,STO,WHU,-1,-1
Premier League,2008,2009-05-02,TOT,WBA,1,1
Premier League,2008,2009-05-02,WIG,BOLN,0,1
Premier League,2008,2009-05-03,LIVP,NEW,1,1
Premier League,2008,2009-05-03,SUN,EVE,-1,-1
Premier League,2008,2009-05-04,AVL,HUL,1,1
Premier League,2008,2009-05-09,BLBN,POR,1,-1
Premier League,2008,2009-05-09,BOLN,SUN,0,1
Premier League,2008,2009-05-09,EVE,TOT,0,1
Premier League,2008,2009-05-09,FUL,AVL,1,-1
Premier League,2008,2009-05-09,HUL,STO,-1,-1
Premier League,2008,2009-05-09,WBA,WIG,1,-1
Premier League,2008,2009-05-09,WHU,LIVP,-1,-1
Premier League,2008,2009-05-10,ARS,CHE,-1,-1
Premier League,2008,2009-05-10,MANU,MANC,1,1
Premier League,2008,2009-05-11,NEW,MID,1,1
Premier League,2008,2009-05-13,WIG,MANU,-1,-1
Premier League,2008,2009-05-16,BOLN,HUL,0,1
Premier League,2008,2009-05-16,EVE,WHU,1,1
Premier League,2008,2009-05-16,MANU,ARS,0,1
Premier League,2008,2009-05-16,MID,AVL,0,-1
Premier League,2008,2009-05-16,NEW,FUL,-1,-1
Premier League,2008,2009-05-16,STO,WIG,1,-1
Premier League,2008,2009-05-16,TOT,MANC,1,1
Premier League,2008,2009-05-17,CHE,BLBN,1,1
Premier League,2008,2009-05-17,WBA,LIVP,-1,-1
Premier League,2008,2009-05-18,POR,SUN,1,1
Premier League,2008,2009-05-24,ARS,STO,1,1
Premier League,2008,2009-05-24,AVL,NEW,1,1
Premier League,2008,2009-05-24,BLBN,WBA,0,1
Premier League,2008,2009-05-24,FUL,EVE,-1,-1
Premier League,2008,2009-05-24,HUL,MANU,-1,-1
