season,date,team1,team2,result,score1,score2,home_away
2003,2003-09-28,DEN,DET,W,20,16,Home
2003,2003-09-28,HOU,JAX,W,24,20,Home
2003,2003-09-28,LAR,ARI,W,37,13,Home
2003,2003-09-28,LV,LAC,W,34,31,Home
2003,2003-09-28,MIN,SF,W,35,7,Home
2003,2003-09-28,NO,IND,L,21,55,Home
2003,2003-09-28,NYJ,DAL,L,6,17,Home
2003,2003-09-28,PIT,TEN,L,13,30,Home
2003,2003-09-28,WAS,NE,W,20,17,Home
2003,2003-09-29,CHI,GB,L,23,38,Home
2003,2003-10-05,ATL,MIN,L,26,39,Home
2003,2003-10-05,BUF,CIN,W,22,16,Home
2003,2003-10-05,CAR,NO,W,19,13,Home
2003,2003-10-05,CHI,LV,W,24,21,Home
2003,2003-10-05,DAL,ARI,W,24,7,Home
2003,2003-10-05,GB,SEA,W,35,13,Home
2003,2003-10-05,JAX,LAC,W,27,21,Home
2003,2003-10-05,KC,DEN,W,24,23,Home
2003,2003-10-05,NE,TEN,W,38,30,Home
2003,2003-10-05,NYG,MIA,L,10,23,Home
2003,2003-10-05,PHI,WAS,W,27,25,Home
2003,2003-10-05,PIT,CLE,L,13,33,Home
2003,2003-10-05,SF,DET,W,24,17,Home
2003,2003-10-06,TB,IND,L,35,38,Home
2003,2003-10-12,ARI,BAL,L,18,26,Home
2003,2003-10-12,CLE,LV,W,13,7,Home
2003,2003-10-12,DAL,PHI,W,23,21,Home
2003,2003-10-12,DEN,PIT,W,17,14,Home
2003,2003-10-12,GB,KC,L,34,40,Home
2003,2003-10-12,IND,CAR,L,20,23,Home
2003,2003-10-12,JAX,MIA,L,10,24,Home
2003,2003-10-12,NE,NYG,W,17,6,Home
2003,2003-10-12,NO,CHI,W,20,13,Home
2003,2003-10-12,NYJ,BUF,W,30,3,Home
2003,2003-10-12,SEA,SF,W,20,19,Home
2003,2003-10-12,TEN,HOU,W,38,17,Home
2003,2003-10-12,WAS,TB,L,13,35,Home
2003,2003-10-13,LAR,ATL,W,36,0,Home
2003,2003-10-19,ATL,NO,L,17,45,Home
2003,2003-10-19,BUF,WAS,W,24,7,Home
2003,2003-10-19,CAR,TEN,L,17,37,Home
2003,2003-10-19,CIN,BAL,W,34,26,Home
2003,2003-10-19,CLE,LAC,L,20,26,Home
2003,2003-10-19,DET,DAL,L,7,38,Home
2003,2003-10-19,HOU,NYJ,L,14,19,Home
2003,2003-10-19,LAR,GB,W,34,24,Home
2003,2003-10-19,MIA,NE,L,13,19,Home
2003,2003-10-19,MIN,DEN,W,28,20,Home
2003,2003-10-19,NYG,PHI,L,10,14,Home
2003,2003-10-19,SEA,CHI,W,24,17,Home
2003,2003-10-19,SF,TB,W,24,7,Home
2003,2003-10-20,LV,KC,L,10,17,Home
2003,2003-10-26,ARI,SF,W,16,13,Home
2003,2003-10-26,BAL,DEN,W,26,6,Home
2003,2003-10-26,CHI,DET,W,24,16,Home
2003,2003-10-26,CIN,SEA,W,27,24,Home
2003,2003-10-26,IND,HOU,W,30,21,Home
2003,2003-10-26,JAX,TEN,L,17,30,Home
2003,2003-10-26,KC,BUF,W,38,5,Home
2003,2003-10-26,MIN,NYG,L,17,29,Home
2003,2003-10-26,NE,CLE,W,9,3,Home
2003,2003-10-26,NO,CAR,L,20,23,Home
2003,2003-10-26,PHI,NYJ,W,24,17,Home
2003,2003-10-26,PIT,LAR,L,21,33,Home
2003,2003-10-26,TB,DAL,W,16,0,Home
2003,2003-10-27,LAC,MIA,L,10,26,Home
2003,2003-11-02,ARI,CIN,W,17,14,Home
2003,2003-11-02,ATL,PHI,L,16,23,Home
2003,2003-11-02,BAL,JAX,W,24,17,Home
2003,2003-11-02,CHI,LAC,W,20,7,Home
2003,2003-11-02,DAL,WAS,W,21,14,Home
2003,2003-11-02,DET,LV,W,23,13,Home
2003,2003-11-02,HOU,CAR,W,14,10,Home
2003,2003-11-02,MIA,IND,L,17,23,Home
2003,2003-11-02,MIN,GB,L,27,30,Home
2003,2003-11-02,NYJ,NYG,L,28,31,Home
2003,2003-11-02,SEA,PIT,W,23,16,Home
2003,2003-11-02,SF,LAR,W,30,10,Home
2003,2003-11-02,TB,NO,L,14,17,Home
2003,2003-11-03,DEN,NE,L,26,30,Home
2003,2003-11-09,CAR,TB,W,27,24,Home
2003,2003-11-09,CIN,HOU,W,34,27,Home
2003,2003-11-09,DAL,BUF,W,10,6,Home
2003,2003-11-09,DET,CHI,W,12,10,Home
2003,2003-11-09,JAX,IND,W,28,23,Home
2003,2003-11-09,KC,CLE,W,41,20,Home
2003,2003-11-09,LAC,MIN,W,42,28,Home
2003,2003-11-09,LAR,BAL,W,33,22,Home
2003,2003-11-09,LV,NYJ,L,24,27,Home
2003,2003-11-09,NYG,ATL,L,7,27,Home
2003,2003-11-09,PIT,ARI,W,28,15,Home
2003,2003-11-09,TEN,MIA,W,31,7,Home
2003,2003-11-09,WAS,SEA,W,27,20,Home
2003,2003-11-10,GB,PHI,L,14,17,Home
2003,2003-11-16,BUF,HOU,L,10,12,Home
2003,2003-11-16,CAR,WAS,W,20,17,Home
2003,2003-11-16,CHI,LAR,L,21,23,Home
2003,2003-11-16,CIN,KC,W,24,19,Home
2003,2003-11-16,CLE,ARI,W,44,6,Home
2003,2003-11-16,DEN,LAC,W,37,8,Home
2003,2003-11-16,IND,NYJ,W,38,31,Home
2003,2003-11-16,LV,MIN,W,28,18,Home
2003,2003-11-16,MIA,BAL,W,9,6,Home
2003,2003-11-16,NE,DAL,W,12,0,Home
2003,2003-11-16,NO,ATL,W,23,20,Home
2003,2003-11-16,PHI,NYG,W,28,10,Home
2003,2003-11-16,SEA,DET,W,35,14,Home
2003,2003-11-16,TB,GB,L,13,20,Home
2003,2003-11-16,TEN,JAX,W,10,3,Home
2003,2003-11-17,SF,PIT,W,30,14,Home
2003,2003-11-23,ARI,LAR,L,27,30,Home
2003,2003-11-23,ATL,TEN,L,31,38,Home
2003,2003-11-23,BAL,SEA,W,44,41,Home
2003,2003-11-23,BUF,IND,L,14,17,Home
2003,2003-11-23,CLE,PIT,L,6,13,Home
2003,2003-11-23,DAL,CAR,W,24,20,Home
2003,2003-11-23,DEN,CHI,L,10,19,Home
2003,2003-11-23,GB,SF,W,20,10,Home
2003,2003-11-23,HOU,NE,L,20,23,Home
2003,2003-11-23,KC,LV,W,27,24,Home
2003,2003-11-23,LAC,CIN,L,27,34,Home
2003,2003-11-23,MIA,WAS,W,24,23,Home
2003,2003-11-23,MIN,DET,W,24,14,Home
2003,2003-11-23,NYJ,JAX,W,13,10,Home
2003,2003-11-23,PHI,NO,W,33,20,Home
2003,2003-11-24,TB,NYG,W,19,13,Home
2003,2003-11-27,DAL,MIA,L,21,40,Home
2003,2003-11-27,DET,GB,W,22,14,Home
2003,2003-11-30,BAL,SF,W,44,6,Home
2003,2003-11-30,CAR,PHI,L,16,25,Home
2003,2003-11-30,CHI,ARI,W,28,3,Home
2003,2003-11-30,HOU,ATL,W,17,13,Home
2003,2003-11-30,IND,NE,L,34,38,Home
2003,2003-11-30,JAX,TB,W,17,10,Home
2003,2003-11-30,LAC,KC,L,24,28,Home
2003,2003-11-30,LAR,MIN,W,48,17,Home
2003,2003-11-30,LV,DEN,L,8,22,Home
2003,2003-11-30,NYG,BUF,L,7,24,Home
2003,2003-11-30,PIT,CIN,L,20,24,Home
2003,2003-11-30,SEA,CLE,W,34,7,Home
2003,2003-11-30,WAS,NO,L,20,24,Home
2003,2003-12-01,NYJ,TEN,W,24,17,Home
2003,2003-12-07,ATL,CAR,W,20,14,Home
2003,2003-12-07,BAL,CIN,W,31,13,Home
2003,2003-12-07,BUF,NYJ,W,17,6,Home
2003,2003-12-07,DEN,KC,W,45,27,Home
2003,2003-12-07,DET,LAC,L,7,14,Home
2003,2003-12-07,GB,CHI,W,34,21,Home
2003,2003-12-07,JAX,HOU,W,27,0,Home
2003,2003-12-07,MIN,SEA,W,34,7,Home
2003,2003-12-07,NE,MIA,W,12,0,Home
2003,2003-12-07,NO,TB,L,7,14,Home
2003,2003-12-07,NYG,WAS,L,7,20,Home
2003,2003-12-07,PHI,DAL,W,36,10,Home
2003,2003-12-07,PIT,LV,W,27,7,Home
2003,2003-12-07,SF,ARI,W,50,14,Home
2003,2003-12-07,TEN,IND,L,27,29,Home
2003,2003-12-08,CLE,LAR,L,20,26,Home
2003,2003-12-14,ARI,CAR,L,17,20,Home
2003,2003-12-14,CHI,MIN,W,13,10,Home
2003,2003-12-14,CIN,SF,W,41,38,Home
2003,2003-12-14,DEN,CLE,W,23,20,Home
2003,2003-12-14,IND,ATL,W,38,7,Home
2003,2003-12-14,KC,DET,W,45,17,Home
2003,2003-12-14,LAC,GB,L,21,38,Home
2003,2003-12-14,LAR,SEA,W,27,22,Home
2003,2003-12-14,LV,BAL,W,20,12,Home
2003,2003-12-14,NE,JAX,W,27,13,Home
2003,2003-12-14,NO,NYG,W,45,7,Home
2003,2003-12-14,NYJ,PIT,W,6,0,Home
2003,2003-12-14,TB,HOU,W,16,3,Home
2003,2003-12-14,TEN,BUF,W,28,26,Home
2003,2003-12-14,WAS,DAL,L,0,27,Home
2003,2003-12-15,MIA,PHI,L,27,34,Home
2003,2003-12-20,MIN,KC,W,45,20,Home
2003,2003-12-20,NYJ,NE,L,16,21,Home
2003,2003-12-20,TB,ATL,L,28,30,Home
2003,2003-12-21,BUF,MIA,L,3,20,Home
2003,2003-12-21,CAR,DET,W,20,14,Home
2003,2003-12-21,CHI,WAS,W,27,24,Home
2003,2003-12-21,CLE,BAL,L,0,35,Home
2003,2003-12-21,DAL,NYG,W,19,3,Home
2003,2003-12-21,HOU,TEN,L,24,27,Home
2003,2003-12-21,IND,DEN,L,17,31,Home
2003,2003-12-21,JAX,NO,W,20,19,Home
2003,2003-12-21,LAR,CIN,W,27,10,Home
2003,2003-12-21,PHI,SF,L,28,31,Home
2003,2003-12-21,PIT,LAC,W,40,24,Home
2003,2003-12-21,SEA,ARI,W,28,10,Home
2003,2003-12-22,LV,GB,L,7,41,Home
2003,2003-12-27,NE,BUF,W,31,0,Home
2003,2003-12-27,SF,SEA,L,17,24,Home
2003,2003-12-27,WAS,PHI,L,7,31,Home
2003,2003-12-28,ARI,MIN,W,18,17,Home
2003,2003-12-28,ATL,JAX,W,21,14,Home
2003,2003-12-28,BAL,PIT,W,13,10,Home
2003,2003-12-28,CIN,CLE,L,14,22,Home
2003,2003-12-28,DET,LAR,W,30,20,Home
2003,2003-12-28,GB,DEN,W,31,3,Home
2003,2003-12-28,HOU,IND,L,17,20,Home
2003,2003-12-28,KC,CHI,W,31,3,Home
2003,2003-12-28,LAC,LV,W,21,14,Home
2003,2003-12-28,MIA,NYJ,W,23,21,Home
2003,2003-12-28,NO,DAL,W,13,7,Home
2003,2003-12-28,NYG,CAR,L,24,37,Home
2003,2003-12-28,TEN,TB,W,33,13,Home
2004,2004-09-09,NE,IND,W,27,24,Home
2004,2004-09-11,MIA,TEN,L,7,17,Home
2004,2004-09-12,BUF,JAX,L,10,13,Home
2004,2004-09-12,CHI,DET,L,16,20,Home
2004,2004-09-12,CLE,BAL,W,20,3,Home
2004,2004-09-12,DEN,KC,W,34,24,Home
2004,2004-09-12,HOU,LAC,L,20,27,Home
2004,2004-09-12,LAR,ARI,W,17,10,Home
2004,2004-09-12,MIN,DAL,W,35,17,Home
2004,2004-09-12,NO,SEA,L,7,21,Home
2004,2004-09-12,NYJ,CIN,W,31,24,Home
2004,2004-09-12,PHI,NYG,W,31,17,Home
2004,2004-09-12,PIT,LV,W,24,21,Home
2004,2004-09-12,SF,ATL,L,19,21,Home
2004,2004-09-12,WAS,TB,W,16,10,Home
2004,2004-09-13,CAR,GB,L,14,24,Home
2004,2004-09-19,ARI,NE,L,12,23,Home
2004,2004-09-19,ATL,LAR,W,34,17,Home
2004,2004-09-19,BAL,PIT,W,30,13,Home
2004,2004-09-19,CIN,MIA,W,16,13,Home
2004,2004-09-19,DAL,CLE,W,19,12,Home
2004,2004-09-19,DET,HOU,W,28,16,Home
2004,2004-09-19,GB,CHI,L,10,21,Home
2004,2004-09-19,JAX,DEN,W,7,6,Home
2004,2004-09-19,KC,CAR,L,17,28,Home
2004,2004-09-19,LAC,NYJ,L,28,34,Home
2004,2004-09-19,LV,BUF,W,13,10,Home
2004,2004-09-19,NO,SF,W,30,27,Home
2004,2004-09-19,NYG,WAS,W,20,14,Home
2004,2004-09-19,TB,SEA,L,6,10,Home
2004,2004-09-19,TEN,IND,L,17,31,Home
2004,2004-09-20,PHI,MIN,W,27,16,Home
2004,2004-09-26,ATL,ARI,W,6,3,Home
2004,2004-09-26,CIN,BAL,L,9,23,Home
2004,2004-09-26,DEN,LAC,W,23,13,Home
2004,2004-09-26,DET,PHI,L,13,30,Home
2004,2004-09-26,IND,GB,W,45,31,Home
2004,2004-09-26,KC,HOU,L,21,24,Home
2004,2004-09-26,LAR,NO,L,25,28,Home
2004,2004-09-26,LV,TB,W,30,20,Home
2004,2004-09-26,MIA,PIT,L,3,13,Home
2004,2004-09-26,MIN,CHI,W,27,22,Home
2004,2004-09-26,NYG,CLE,W,27,10,Home
2004,2004-09-26,SEA,SF,W,34,0,Home
2004,2004-09-26,TEN,JAX,L,12,15,Home
2004,2004-09-27,WAS,DAL,L,18,21,Home
2004,2004-10-03,ARI,NO,W,34,10,Home
2004,2004-10-03,BUF,NE,L,17,31,Home
2004,2004-10-03,CAR,ATL,L,10,27,Home
2004,2004-10-03,CHI,PHI,L,9,19,Home
2004,2004-10-03,CLE,WAS,W,17,13,Home
2004,2004-10-03,GB,NYG,L,7,14,Home
2004,2004-10-03,HOU,LV,W,30,17,Home
2004,2004-10-03,JAX,IND,L,17,24,Home
2004,2004-10-03,LAC,TEN,W,38,17,Home
2004,2004-10-03,MIA,NYJ,L,9,17,Home
2004,2004-10-03,PIT,CIN,W,28,17,Home
2004,2004-10-03,SF,LAR,L,14,24,Home
2004,2004-10-03,TB,DEN,L,13,16,Home
2004,2004-10-04,BAL,KC,L,24,27,Home
2004,2004-10-10,ATL,DET,L,10,17,Home
2004,2004-10-10,DAL,NYG,L,10,26,Home
2004,2004-10-10,DEN,CAR,W,20,17,Home
2004,2004-10-10,HOU,MIN,L,28,34,Home
2004,2004-10-10,IND,LV,W,35,14,Home
2004,2004-10-10,LAC,JAX,W,34,21,Home
2004,2004-10-10,NE,MIA,W,24,10,Home
2004,2004-10-10,NO,TB,L,17,20,Home
2004,2004-10-10,NYJ,BUF,W,16,14,Home
2004,2004-10-10,PIT,CLE,W,34,23,Home
2004,2004-10-10,SEA,LAR,L,27,33,Home
2004,2004-10-10,SF,ARI,W,31,28,Home
2004,2004-10-10,WAS,BAL,L,10,17,Home
2004,2004-10-11,GB,TEN,L,27,48,Home
2004,2004-10-17,ATL,LAC,W,21,20,Home
2004,2004-10-17,BUF,MIA,W,20,13,Home
2004,2004-10-17,CHI,WAS,L,10,13,Home
2004,2004-10-17,CLE,CIN,W,34,17,Home
2004,2004-10-17,DAL,PIT,L,20,24,Home
2004,2004-10-17,DET,GB,L,10,38,Home
2004,2004-10-17,JAX,KC,W,22,16,Home
2004,2004-10-17,LV,DEN,L,3,31,Home
2004,2004-10-17,NE,SEA,W,30,20,Home
2004,2004-10-17,NO,MIN,L,31,38,Home
2004,2004-10-17,NYJ,SF,W,22,14,Home
2004,2004-10-17,PHI,CAR,W,30,8,Home
2004,2004-10-17,TEN,HOU,L,10,20,Home
2004,2004-10-18,LAR,TB,W,28,21,Home
2004,2004-10-24,ARI,SEA,W,25,17,Home
2004,2004-10-24,BAL,BUF,W,20,6,Home
2004,2004-10-24,CAR,LAC,L,6,17,Home
2004,2004-10-24,CLE,PHI,L,31,34,Home
2004,2004-10-24,GB,DAL,W,41,20,Home
2004,2004-10-24,IND,JAX,L,24,27,Home
2004,2004-10-24,KC,ATL,W,56,10,Home
2004,2004-10-24,LV,NO,L,26,31,Home
2004,2004-10-24,MIA,LAR,W,31,14,Home
2004,2004-10-24,MIN,TEN,W,20,3,Home
2004,2004-10-24,NE,NYJ,W,13,7,Home
2004,2004-10-24,NYG,DET,L,13,28,Home
2004,2004-10-24,TB,CHI,W,19,7,Home
2004,2004-10-25,CIN,DEN,W,23,10,Home
2004,2004-10-31,BUF,ARI,W,38,14,Home
2004,2004-10-31,CHI,SF,W,23,13,Home
2004,2004-10-31,DAL,DET,W,31,21,Home
2004,2004-10-31,DEN,ATL,L,28,41,Home
2004,2004-10-31,HOU,JAX,W,20,6,Home
2004,2004-10-31,KC,IND,W,45,35,Home
2004,2004-10-31,LAC,LV,W,42,14,Home
2004,2004-10-31,MIN,NYG,L,13,34,Home
2004,2004-10-31,PHI,BAL,W,15,10,Home
2004,2004-10-31,PIT,NE,W,34,20,Home
2004,2004-10-31,SEA,CAR,W,23,17,Home
2004,2004-10-31,TEN,CIN,W,27,20,Home
2004,2004-10-31,WAS,GB,L,14,28,Home
2004,2004-11-01,NYJ,MIA,W,41,14,Home
2004,2004-11-07,BAL,CLE,W,27,13,Home
2004,2004-11-07,BUF,NYJ,W,22,17,Home
2004,2004-11-07,CAR,LV,L,24,27,Home
2004,2004-11-07,CIN,DAL,W,26,3,Home
2004,2004-11-07,DEN,HOU,W,31,13,Home
2004,2004-11-07,DET,WAS,L,10,17,Home
2004,2004-11-07,LAC,NO,W,43,17,Home
2004,2004-11-07,LAR,NE,L,22,40,Home
2004,2004-11-07,MIA,ARI,L,23,24,Home
2004,2004-11-07,NYG,CHI,L,21,28,Home
2004,2004-11-07,PIT,PHI,W,27,3,Home
2004,2004-11-07,SF,SEA,L,27,42,Home
2004,2004-11-07,TB,KC,W,34,31,Home
2004,2004-11-08,IND,MIN,W,31,28,Home
2004,2004-11-14,ARI,NYG,W,17,14,Home
2004,2004-11-14,ATL,TB,W,24,14,Home
2004,2004-11-14,CLE,PIT,L,10,24,Home
2004,2004-11-14,GB,MIN,W,34,31,Home
2004,2004-11-14,IND,HOU,W,49,14,Home
2004,2004-11-14,JAX,DET,W,23,17,Home
2004,2004-11-14,LAR,SEA,W,23,12,Home
2004,2004-11-14,NE,BUF,W,29,6,Home
2004,2004-11-14,NO,KC,W,27,20,Home
2004,2004-11-14,NYJ,BAL,L,17,20,Home
2004,2004-11-14,SF,CAR,L,27,37,Home
2004,2004-11-14,TEN,CHI,L,17,19,Home
2004,2004-11-14,WAS,CIN,L,10,17,Home
2004,2004-11-15,DAL,PHI,L,21,49,Home
2004,2004-11-21,BAL,DAL,W,30,10,Home
2004,2004-11-21,BUF,LAR,W,37,17,Home
2004,2004-11-21,CAR,ARI,W,35,10,Home
2004,2004-11-21,CHI,IND,L,10,41,Home
2004,2004-11-21,CIN,PIT,L,14,19,Home
2004,2004-11-21,CLE,NYJ,L,7,10,Home
2004,2004-11-21,HOU,GB,L,13,16,Home
2004,2004-11-21,JAX,TEN,L,15,18,Home
2004,2004-11-21,LV,LAC,L,17,23,Home
2004,2004-11-21,MIN,DET,W,22,19,Home
2004,2004-11-21,NO,DEN,L,13,34,Home
2004,2004-11-21,NYG,ATL,L,10,14,Home
2004,2004-11-21,PHI,WAS,W,28,6,Home
2004,2004-11-21,SEA,MIA,W,24,17,Home
2004,2004-11-21,TB,SF,W,35,3,Home
2004,2004-11-22,KC,NE,L,19,27,Home
2004,2004-11-25,DAL,CHI,W,21,7,Home
2004,2004-11-25,DET,IND,L,9,41,Home
2004,2004-11-28,ARI,NYJ,L,3,13,Home
2004,2004-11-28,ATL,NO,W,24,21,Home
2004,2004-11-28,CAR,TB,W,21,14,Home
2004,2004-11-28,CIN,CLE,W,58,48,Home
2004,2004-11-28,DEN,LV,L,24,25,Home
2004,2004-11-28,HOU,TEN,W,31,21,Home
2004,2004-11-28,KC,LAC,L,31,34,Home
2004,2004-11-28,MIN,JAX,W,27,16,Home
2004,2004-11-28,NE,BAL,W,24,3,Home
2004,2004-11-28,NYG,PHI,L,6,27,Home
2004,2004-11-28,PIT,WAS,W,16,7,Home
2004,2004-11-28,SEA,BUF,L,9,38,Home
2004,2004-11-28,SF,MIA,L,17,24,Home
2004,2004-11-29,GB,LAR,W,45,17,Home
2004,2004-12-05,BAL,CIN,L,26,27,Home
2004,2004-12-05,CHI,MIN,W,24,14,Home
2004,2004-12-05,CLE,NE,L,15,42,Home
2004,2004-12-05,DET,ARI,W,26,12,Home
2004,2004-12-05,IND,TEN,W,51,24,Home
2004,2004-12-05,JAX,PIT,L,16,17,Home
2004,2004-12-05,LAC,DEN,W,20,17,Home
2004,2004-12-05,LAR,SF,W,16,6,Home
2004,2004-12-05,LV,KC,L,27,34,Home
2004,2004-12-05,MIA,BUF,L,32,42,Home
2004,2004-12-05,NO,CAR,L,21,32,Home
2004,2004-12-05,NYJ,HOU,W,29,7,Home
2004,2004-12-05,PHI,GB,W,47,17,Home
2004,2004-12-05,TB,ATL,W,27,0,Home
2004,2004-12-05,WAS,NYG,W,31,7,Home
2004,2004-12-06,SEA,DAL,L,39,43,Home
2004,2004-12-12,ARI,SF,L,28,31,Home
2004,2004-12-12,ATL,LV,W,35,10,Home
2004,2004-12-12,BAL,NYG,W,37,14,Home
2004,2004-12-12,BUF,CLE,W,37,7,Home
2004,2004-12-12,CAR,LAR,W,20,7,Home
2004,2004-12-12,DAL,NO,L,13,27,Home
2004,2004-12-12,DEN,MIA,W,20,17,Home
2004,2004-12-12,GB,DET,W,16,13,Home
2004,2004-12-12,HOU,IND,L,14,23,Home
2004,2004-12-12,JAX,CHI,W,22,3,Home
2004,2004-12-12,LAC,TB,W,31,24,Home
2004,2004-12-12,MIN,SEA,L,23,27,Home
2004,2004-12-12,NE,CIN,W,35,28,Home
2004,2004-12-12,PIT,NYJ,W,17,6,Home
2004,2004-12-12,WAS,PHI,L,14,17,Home
2004,2004-12-13,TEN,KC,L,38,49,Home
2004,2004-12-18,ATL,CAR,W,34,31,Home
2004,2004-12-18,NYG,PIT,L,30,33,Home
2004,2004-12-18,SF,WAS,L,16,26,Home
2004,2004-12-19,ARI,LAR,W,31,7,Home
2004,2004-12-19,CHI,HOU,L,5,24,Home
2004,2004-12-19,CIN,BUF,L,17,33,Home
2004,2004-12-19,CLE,LAC,L,0,21,Home
2004,2004-12-19,DET,MIN,L,27,28,Home
2004,2004-12-19,GB,JAX,L,25,28,Home
2004,2004-12-19,IND,BAL,W,20,10,Home
2004,2004-12-19,KC,DEN,W,45,17,Home
2004,2004-12-19,LV,TEN,W,40,35,Home
2004,2004-12-19,NYJ,SEA,W,37,14,Home
2004,2004-12-19,PHI,DAL,W,12,7,Home
2004,2004-12-19,TB,NO,L,17,21,Home
2004,2004-12-20,MIA,NE,W,29,28,Home
2004,2004-12-24,MIN,GB,L,31,34,Home
2004,2004-12-25,KC,LV,W,31,30,Home
2004,2004-12-25,TEN,DEN,L,16,37,Home
2004,2004-12-26,CIN,NYG,W,23,22,Home
2004,2004-12-26,DAL,WAS,W,13,10,Home
2004,2004-12-26,DET,CHI,W,19,13,Home
2004,2004-12-26,IND,LAC,W,34,31,Home
2004,2004-12-26,JAX,HOU,L,0,21,Home
2004,2004-12-26,MIA,CLE,W,10,7,Home
2004,2004-12-26,NO,ATL,W,26,13,Home
2004,2004-12-26,NYJ,NE,L,7,23,Home
2004,2004-12-26,PIT,BAL,W,20,7,Home
2004,2004-12-26,SEA,ARI,W,24,21,Home
2004,2004-12-26,SF,BUF,L,7,41,Home
2004,2004-12-26,TB,CAR,L,20,37,Home
2004,2004-12-27,LAR,PHI,W,20,7,Home
2004,2005-01-02,ARI,TB,W,12,7,Home
2004,2005-01-02,BAL,MIA,W,30,23,Home
2004,2005-01-02,BUF,PIT,L,24,29,Home
2004,2005-01-02,CAR,NO,L,18,21,Home
2004,2005-01-02,CHI,GB,L,14,31,Home
2004,2005-01-02,DEN,IND,W,33,14,Home
2004,2005-01-02,HOU,CLE,L,14,22,Home
2004,2005-01-02,LAC,KC,W,24,17,Home
2004,2005-01-02,LAR,NYJ,W,32,29,Home
2004,2005-01-02,LV,JAX,L,6,13,Home
2004,2005-01-02,NE,SF,W,21,7,Home
2004,2005-01-02,NYG,DAL,W,28,24,Home
2004,2005-01-02,PHI,CIN,L,10,38,Home
2004,2005-01-02,SEA,ATL,W,28,26,Home
2004,2005-01-02,TEN,DET,W,24,19,Home
2004,2005-01-02,WAS,MIN,W,21,18,Home
2005,2005-09-08,NE,LV,W,30,20,Home
2005,2005-09-11,BAL,IND,L,7,24,Home
2005,2005-09-11,BUF,HOU,W,22,7,Home
2005,2005-09-11,CAR,NO,L,20,23,Home
2005,2005-09-11,CLE,CIN,L,13,27,Home
2005,2005-09-11,DET,GB,W,17,3,Home
2005,2005-09-11,JAX,SEA,W,26,14,Home
2005,2005-09-11,KC,NYJ,W,27,7,Home
2005,2005-09-11,LAC,DAL,L,24,28,Home
2005,2005-09-11,MIA,DEN,W,34,10,Home
2005,2005-09-11,MIN,TB,L,13,24,Home
2005,2005-09-11,NYG,ARI,W,42,19,Home
2005,2005-09-11,PIT,TEN,W,34,7,Home
2005,2005-09-11,SF,LAR,W,28,25,Home
2005,2005-09-11,WAS,CHI,W,9,7,Home
2005,2005-09-12,ATL,PHI,W,14,10,Home
2005,2005-09-18,ARI,LAR,L,12,17,Home
2005,2005-09-18,CAR,NE,W,27,17,Home
2005,2005-09-18,CHI,DET,W,38,6,Home
2005,2005-09-18,CIN,MIN,W,37,8,Home
2005,2005-09-18,DEN,LAC,W,20,17,Home
2005,2005-09-18,GB,CLE,L,24,26,Home
2005,2005-09-18,HOU,PIT,L,7,27,Home
2005,2005-09-18,IND,JAX,W,10,3,Home
2005,2005-09-18,LV,KC,L,17,23,Home
2005,2005-09-18,NYJ,MIA,W,17,7,Home
2005,2005-09-18,PHI,SF,W,42,3,Home
2005,2005-09-18,SEA,ATL,W,21,18,Home
2005,2005-09-18,TB,BUF,W,19,3,Home
2005,2005-09-18,TEN,BAL,W,25,10,Home
2005,2005-09-19,DAL,WAS,L,13,14,Home
2005,2005-09-19,NYG,NO,W,27,10,Home
2005,2005-09-25,BUF,ATL,L,16,24,Home
2005,2005-09-25,CHI,CIN,L,7,24,Home
2005,2005-09-25,GB,TB,L,16,17,Home
2005,2005-09-25,IND,CLE,W,13,6,Home
2005,2005-09-25,LAC,NYG,W,45,23,Home
2005,2005-09-25,LAR,TEN,W,31,27,Home
2005,2005-09-25,MIA,CAR,W,27,24,Home
2005,2005-09-25,MIN,NO,W,33,16,Home
2005,2005-09-25,NYJ,JAX,L,20,26,Home
2005,2005-09-25,PHI,LV,W,23,20,Home
2005,2005-09-25,PIT,NE,L,20,23,Home
2005,2005-09-25,SEA,ARI,W,37,12,Home
2005,2005-09-25,SF,DAL,L,31,34,Home
2005,2005-09-26,DEN,KC,W,30,10,Home
2005,2005-10-02,ARI,SF,W,31,14,Home
2005,2005-10-02,ATL,MIN,W,30,10,Home
2005,2005-10-02,BAL,NYJ,W,13,3,Home
2005,2005-10-02,CIN,HOU,W,16,10,Home
2005,2005-10-02,JAX,DEN,L,7,20,Home
2005,2005-10-02,KC,PHI,L,31,37,Home
2005,2005-10-02,LV,DAL,W,19,13,Home
2005,2005-10-02,NE,LAC,L,17,41,Home
2005,2005-10-02,NO,BUF,W,19,7,Home
2005,2005-10-02,NYG,LAR,W,44,24,Home
2005,2005-10-02,TB,DET,W,17,13,Home
2005,2005-10-02,TEN,IND,L,10,31,Home
2005,2005-10-02,WAS,SEA,W,20,17,Home
2005,2005-10-03,CAR,GB,W,32,29,Home
2005,2005-10-09,ARI,CAR,L,20,24,Home
2005,2005-10-09,ATL,NE,L,28,31,Home
2005,2005-10-09,BUF,MIA,W,20,14,Home
2005,2005-10-09,CLE,CHI,W,20,10,Home
2005,2005-10-09,DAL,PHI,W,33,10,Home
